label	description 
AWS Support API	"Re: 3dcart help - ""The AWS Access Key Id needs a subscription for the service""
Hi alumaskin,

If you are trying to use Amazon Fulfillment Web Service (FWS), then I recommend ensuring that you are subscribed to the service by going here and clicking ""Sign up for Amazon FWS"":

http://aws.amazon.com/fws/

If you have already subscribed to Amazon FWS and are still getting that error message when issuing FWS API calls, then please complete the following online form:

https://aws-portal.amazon.com/gp/aws/html-forms-controller/contactus/aws-account-and-billing

If you are not using Amazon FWS and are only using Checkout By Amazon and Fulfillment By Amazon, then we aren't able to provide any assistance with those services since they are not provided by Amazon Web Services (AWS).  The list of AWS products that we do support is available here:

http://aws.amazon.com/products/

If you need assistance with Checkout By Amazon, then please complete this form:
https://payments.amazon.com/sdui/sdui/contactusemail

If you need assistance with Fulfillment By Amazon, then please complete this form:
https://sellercentral.amazon.com/gp/contact-us/contact-amazon.html

Best Regards,
-Cindy"
AWS Support API	"Re: 3dcart help - ""The AWS Access Key Id needs a subscription for the service""
Hi - I realize that nearly 7 months have passed since this response.

You recommended clicking ""Sign up for Amazon FWS"".  This option is no longer available, presumably because MWS is replacing FWS.

What is the equivalent set of steps recommended for dealing with this issue given that your recommended action is no longer an option?"
AWS Support API	"itemSearch for books with IdType ISBN or EAN
Hi,

I search the books using keywords, title, author etc. For the response, I only want to get the books with ISBN or ISBN13, not ASIN. I added IdType=ISBN. But, it does not work. Can someone tell me how to do it?  i.e. I do not want the books with ASIN returned as the keywords search.

Thank you."
AWS Support API	"Is there an API to recommend products?
Hi All,
I'm a newbie here.
First, please forgive me if I send this question to the wrong forum and please inform me about where is the correct one, thanks in advance.
I am asking if there is an API that takes one or several keywords and return all the related products, maybe with descriptions.
As an example,
if I input Lebron, it may return me a list or something with Lebron
James' Jersey, his shoes or/and the tickets for heat.

If so, would you please give me a link or better a brief example about how to use it.
Thanks in advance"
AWS Support API	"get shipping cost
Hi,I am looking to display the various shipping methods with actual costs for FBA products during checkout on my own site.  What would be the best or easiest way to go about doing this?For example, I want to present shoppers with the following at checkout:O Standard ($7.88)O Expedited ($12.18)O Priority ($24.68)Any pointers would be greatly appreciated.Stephen"
AWS Support API	"Re: get shipping cost
Hello Stephen :Later this year we'll be releasing a new API called preview() this will take as in put an address and set of SKU's (which have previously registered and sent into a fulfillment center).  The API will return a set of available shipment options (Standard, Expedited, Priority) as well as the fees that we'll charge the Merchant.  This can in turn be marked up as appropriate for the customer display.  We currently have the API implemented internally and are beta testing, once complete we'll rationalize it for external consumption.  We'll keep you updated. In the meantime you would have to preform your own calculations based on the rate card published here :http://www.amazon.com/gp/seller/fba/fba_pricing.htmlCheersmbg"
AWS Support API	"Re: get shipping cost
Please let me know how I can get involve with beta testing this new API.Thank you for your help."
AWS Support API	"Re: get shipping cost
Is there a web service to calculate the shipping cost now?  We are making an online ordering system and I want to show the user how much it will cost to ship... does it calculate based on address?Thanks,Robert"
AWS Support API	"Re: get shipping cost
Robert:This should roll out to the US in web-UI form at the end of Jan or in early Feb.  We are chasing down the ""last bug"" right now.  From there we want to get some feedback regarding the UI usage and we'll work on exposing it externally.  That won't happen until at least the end of Q1.Sorrymbg"
AWS Support API	"Re: get shipping cost
Hi Mark,Thank you for the reply.  Is the end of Q1 still good in terms of this functionality being available through API to the public?Stephen"
AWS Support API	"Re: get shipping cost
Stephen :Unfortunately we are still working through some bugs.  It now appears that a web-ui for this is imminent, but this will push out an API version of this until sometime in Q2.mbg"
AWS Support API	"Re: get shipping cost
Thanks for the update.  The API would be much more helpful! Please keep us posted."
AWS Support API	"Re: get shipping cost
Hi,  just checking in on the status of an API to calculate shipping cost.  Is this now available?"
AWS Support API	"Re: get shipping cost
I would like to second that... Right now I actually had to make a store on Volusion.com because they had all of the shipping calculators (not with fulfillment yet but would like to be)"
AWS Support API	"Re: get shipping cost
Other priorities have prevented this, we are however doing our first internal review. No promises on timeline of delivery yet but at least its underway."
AWS Support API	"Re: get shipping cost
I would be interested in beta testing the API.Thanks!"
AWS Support API	"Re: get shipping cost
Please provide an update for all those interested.  Thanks for your help."
AWS Support API	"Re: get shipping cost
Hi - If you grab the current version of the FWS Outbound WSDL, you'll see a new operation there called ""GetFulfillmentPreview"", which will provide available shipping speeds, estimated fulfillment fees, ship and delivery date estimates, etc., given a ship-to address and list of items. It doesn't actually create an order, or reserve any inventory, but gives a good indication of what would happen to the order if it were submitted in the next few minutes. It's intended for the kind of use-case you describe: supporting checkout pages, etc.Proper documentation is in the works, but the WSDL is reasonably well-documented. We're in the process of updating the FWS Outbound client libraries as well.Thanks -- Joel."
AWS Support API	"Re: get shipping cost
Nevermind. Found it.

Edited by: limewheel on Mar 22, 2011 4:16 PM"
AWS Support API	"Re: get shipping cost
would you share what it is, thank you"
AWS Support API	"Re: get shipping cost
Hi,

I am not able to successfully retrieve the shipping costs of one item. The following c# code always returns a ""bad request error 400"":

AmazonOutbound.AmazonFBAOutboundPortTypeClient amazonOutboundClient = new AmazonOutbound.AmazonFBAOutboundPortTypeClient(
                        binding,
                        new EndpointAddress(""https://webservices.amazon.de/onca/soap?Service=AWSECommerceService""));
            // add authentication to the client
            amazonOutboundClient.ChannelFactory.Endpoint.Behaviors.Add(new AmazonSigningEndpointBehavior(""XXX"", ""XXXXXX""));
			
			
			AmazonOutbound.GetFulfillmentPreview ffPreview = new GetFulfillmentPreview();                
                Address adrs = new Address();
                adrs.CountryCode = ""DE"";                
                ffPreview.Address = adrs;
                GetFulfillmentPreviewItem ffItem = new GetFulfillmentPreviewItem();
                ffPreview.Items = new GetFulfillmentPreviewItem[] { ffItem };
                ffPreview.Items[0].MerchantSKU = item.ItemAttributes.SKU;
                ffPreview.Items[0].Quantity = 1;
                AmazonOutbound.GetFulfillmentPreviewRequest ffPreviewRequest = new GetFulfillmentPreviewRequest(ffPreview);
                AmazonOutbound.GetFulfillmentPreviewResponse ffPreviewResponse = new GetFulfillmentPreviewResponse();
                ffPreviewResponse = amazonOutboundClient.GetFulfillmentPreview(ffPreview); //this line returns the ""error 400 - bad request""


Can you help me?"
AWS Support API	"Re: get shipping cost
Hi,

You must use a different endpoint to talk to the Outbound Service. To receive the endpoint in Europe, please contact fba-eu@amazon.lu.

However, please note that we recommend that all merchants, especially outside the United States, integrate with the Marketplace Web Services that offer additional functionality and are easier to sign up for. You can see the documentation for that at developer.amazonservices.de.

I hope this helps.

Thanks for your interest in the FBA Outbound Service.

-Josh"
AWS Support API	"Re: get shipping cost
Hi,

thank you for your fast response. I tried to use the MWS but my account get rejected with the message: ""Sorry, you are not an authorized Seller Central user.""

I just want to create a website that uses the amazon api where you can browse computer parts and see the cheapest price (including shipping cost).

whats the best way to accomplish this since iam not an amazon seller?

thanks in advance"
AWS Support API	"Re: get shipping cost
It sounds like you're interested in the Product Advertising API, which is discussed at https://affiliate-program.amazon.com/gp/advertising/api/detail/main.html. Sorry for the confusion."
AWS Support API	"Re: get shipping cost
I am sorry to hijack this thread but I am already using the Product Advertising API. I have read in several threads that the Product Advertising API doesn't provide the shipping costs.
Whats the best way to get the shipping cost of a specific item?

thanks in advance

edit: i have opened a new thread for this topic: https://forums.aws.amazon.com/thread.jspa?threadID=94924

Edited by: ravel7 on May 19, 2012 6:35 AM"
AWS Support API	"Can Amazon FWS be integrated with Ebay, PayPal or ProStores?
<span style=""font-family: Calibri; font-size: small"">I currently am selling on both Amazon and eBay using a third party software (Solid Commerce) to manage my orders and inventory from one centralized place.</span><span style=""font-family: Calibri; font-size: small"">I want to start using Fulfillment by Amazon and have my products stored and shipped by Amazon.</span><span style=""font-family: Calibri; font-size: small"">Can Amazon FWS be integrated with either EBay (e.g. Seller manager Pro, Blackthorne),  PayPal, ProStores, or a third party multichannel management software such as Solid Commerce?If this is possible where can I find some proffesionals who can do it?Thanks,Stoyan</span>"
AWS Support API	"Re: Can Amazon FWS be integrated with Ebay, PayPal or ProStores?
I'm certain that we could integrate Ebay with FBA. (ie Grab your eBay orders and submit them to FBA for fullfillment, and then grab the shipping/tracking data from FBA and use that information to update eBay directly so that buyers who look for shipping status in MyEbay will see the latest tracking info.

If SolidCommerce has an API for retrieving orders and submitting shipping/tracking data, we could use that API to integrate SolidCommerce with FBA. If SolidCommerce has no such API, but they have the capability to export orders via CSV data files and import shipping/tracking data via CSV data files, then we could make something like that work as well.

Call or email anytime.. I'd be happy to brainstorm with you what might be your best approach overall.

Tobe Goldfinger
tobe@jdttech.com

JDT Technologies
Certified eBay Solution Provider
800-252-5519
516-569-5606
skype: tobegold"
AWS Support API	"Re: Can Amazon FWS be integrated with Ebay, PayPal or ProStores?
Solid Commerce has public API and also fully integrated with Amazon fulfillment Services (FBA). For more information please visit our website at:www.solidcommerce.com"
AWS Support API	"Re: Can Amazon FWS be integrated with Ebay, PayPal or ProStores?
SellerCloud.com already has this option available, to send ebay orders to FBA with one click. It then pull the tracking number when it ships and sends it back to eBay, the original order source."
AWS Support API	"Re: Can Amazon FWS be integrated with Ebay, PayPal or ProStores?
Hello,
I am also looking for this.  Here is the breakdown, we have googled this to death and found very few options:
We are looking to solve order/inventory/tracking management across multiple marketplaces- our primary warehouse being FBA (Fulfillment by Amazon).
1ST PIECE-
Inventory Example:
SKU: SONY:PLAYSTATION

We receive 10 pcs to FBA, of which 10 are made available to sell on the amazon marketplace automatically.  We also sell that same sku on eBay and have that sku listed on ebay at 10 pcs.  In real time (or as close to it) as items sell on either marketplace we are looking for a solution that would adjust the active quantity of the sku.

Amazon listing:
Sony Playstation video game package-initial qty 10
3 sell.

Ebay listing:
Sony Playstation PS3 video game package brand new in box- initial qty 10
2 sell.

Ending qty: 5 sitting in amazon.  System needs to update that ebay listing has only 5 pieces, and same for amazon.

2ND PIECE-
Update tracking from FBA to ebay order or other marketplaces.

3rd PIECE-
Import orders into quickbooks"
AWS Support API	"Selling products that includes online members area
Hello all,

We're are considering to take our very successful product also to Amazon, however, we're running affiliate program for it of our own.

So there are two things we need to address:


the product consists of physical product and membership area where the rest of the purchase content is - videos / reports etc; So we need the customers be signed up there automatically as part of their purchase; Is this possible and how?



and we need to have pixel tracking of some kind upon the order successful so we can track which affiliate and/or channel has driven the sale;


Looking forward for answers/pointers.

Edited by: Sandy on Apr 27, 2012 6:57 AM"
AWS Support API	"MerchantServiceQuery Error with Inventory Template
I hope I am putting this in the correct section. I am relatively new to selling on Amazon and not tech-savvy at all so forgive my ignorance. 

I am currently using Amazon's macro-enabled beta templates to upload items to my store which was working great until it wasn't. 

Recently when I have attempted to upload my templates, I receive an error that reads:

""Upload has failed, Please try again. 
Reason: AccessDenied
Details: Access to the resource MerchantQueryService is denied""

I am thoroughly baffled. Amazon Seller Support couldn't help me and told me to look here for my answer. 

So I humbly ask to please help me out. thank you!"
AWS Support API	"Re: MerchantServiceQuery Error with Inventory Template
Hi N. Corporation,

I'm sorry to hear about the trouble you've encountered.  It is nice of you to include the complete error message you received.  That type of detailed information can greatly assist in most troubleshooting situations.

Based on the error message, it simply sounds like you need to subscribe to the ""MerchantQueryService"".

I can confirm that there is no such service provided by AWS.  All services of AWS are listed here:

http://aws.amazon.com/products/

That being said, I tried to see if I could find more information about that service so I could at least point you in the right direction.  The only remotely helpful clue I could find was in this documentation covering transitioning from AIM to MWS (both of which are services provided by ""Amazon Services"", not AWS):

https://images-na.ssl-images-amazon.com/images/G/02/mwsportal/doc/bde/AIM_to_Amazon_MWS_Migration_Guide._V180902185_.pdf


It's mentioned being used for Order Fulfillment and Canceling Orders which is discussed on pages 9 and 10 of the PDF.  Since the context is one where the reader would be transitioning to using MWS, my best guess is that the MWS team many know about the ""MerchantQueryService"" and may be able to assist you.  With that in mind, you may want to try posting your question in the MWS forums for assistance:

http://www.amazonsellercommunity.com/forums/forum.jspa?forumID=43

I'm sorry I can't provide more specific guidance with the MerchantQueryService.

Kind Regards,
-Cindy"
AWS Support API	"sellerengine.com
i am trying to use sellerengine.com. i keep getting an error which says ""aws access key id needs a subscription for the service."" this error relates specifically to my fba credentials. what do i do? thanks."
AWS Support API	"CreateInboundShipmentPlan Fail with Internal Server error
The code look like: (I checked the correctness of the keys and of the service URL)

     mwsConfig = new FBAInboundServiceMWSConfig();
     mwsConfig.SetUserAgentHeader(""Sales Hub"", ""1.1"", ""C#"");
     mwsConfig.ServiceURL = ""https://mws.amazonservices.com"";
FBAInboundServiceMWSClient mwsClient = new FBAInboundServiceMWSClient(accessKeyId, secretAccessKey, mwsConfig);
                CreateInboundShipmentPlanRequest request = new CreateInboundShipmentPlanRequest();
                request.ShipFromAddress = new FBAInboundServiceMWS.Model.Address();
                request.ShipFromAddress.AddressLine1 = adL1s;
                request.ShipFromAddress.AddressLine2 = adL2s;
                request.ShipFromAddress.City = citys;
                request.ShipFromAddress.CountryCode = ccodes;
                request.ShipFromAddress.Name = names;
                request.ShipFromAddress.StateOrProvinceCode = states;
                request.ShipFromAddress.PostalCode = zips;
                request.InboundShipmentPlanRequestItems = new InboundShipmentPlanRequestItemList();
                foreach(string val1 in val)
                {
                string[] itemV= listV.Split('#');
                InboundShipmentPlanRequestItem Item = new InboundShipmentPlanRequestItem();
                Item.ASIN = itemV[0];
                Item.Quantity = Convert.ToInt16(itemV[1]);
                Item.Condition = itemV[2];
                Item.SellerSKU = itemV[3];
                request.InboundShipmentPlanRequestItems.member.Add(Item);
                }
                CreateInboundShipmentPlanResponse response = mwsClient.CreateInboundShipmentPlan(request);

I get the error Internal Error with Stack
  at FBAInboundServiceMWS.FBAInboundServiceMWSClient.Invoke[T](IDictionary`2 parameters) in C:\Sales Hub\FBAInboundServiceMWS\FBAInboundServiceMWS\FBAInboundServiceMWSClient.cs:line 424
   at FBAInboundServiceMWS.FBAInboundServiceMWSClient.CreateInboundShipmentPlan(CreateInboundShipmentPlanRequest request) in C:\Sales Hub\FBAInboundServiceMWS\FBAInboundServiceMWS\FBAInboundServiceMWSClient.cs:line 156

I use c# any idea"
AWS Support API	"Unable to setup Shopify integration with FBA (Fulfillment by Amazon)
I am getting an error when I try to connect my Shopify store to Amazon:

""Can't save variant: Sku Unable to fetch remote stock levels: aws:Client.OptInRequired The AWS Access Key Id needs a subscription for the service. (amazon)""

I signed up for AWS and provided my credit card info.  I don't understand what else I need to ""subscribe to"" or ""opt in"" to."
AWS Support API	"Re: Unable to setup Shopify integration with FBA (Fulfillment by Amazon)
I have done all of the things that you stated, and I am having the exact same issue. Did you ever get this issue resolved? If so, how? Thanks."
AWS Support API	"Re: Unable to setup Shopify integration with FBA (Fulfillment by Amazon)
Hello,

Hopefully by this time you've got this figured out, but for others who may be having similar problems, make sure you subscribe to the Amazon Fulfillment Web Service at http://aws.amazon.com/fws/

Regards,
JBrown"
AWS Support API	"Re: Unable to setup Shopify integration with FBA (Fulfillment by Amazon)
Figure it out yet?

Check the Shopify Wiki: http://wiki.shopify.com/Help:Preferences#Fulfillment_by_Amazon 

You need to give shopify the API keys so it can access your FWS/FBA/Merchant account on Amazon. You also need to make sure your SKU numbers are identical."
AWS Support API	"Re: Unable to setup Shopify integration with FBA (Fulfillment by Amazon)
That how to is completely out of date.  THere is no ""FWS"" anymore, now it's ""MWS"".  I signed up for that but still get the same error.  This is absolutley unbelievable why this is so complicated and unreliable.  Shopify is providing no useful support - Amazon's support is terrible.  I can fulfill no orders now.

Information from the shipping service
Http code 	
500
Http message 	
Internal Server Error
Response status 	
Failure
Faultcode 	
aws:Client.InvalidAccessKeyId
Faultstring 	
AWS was not able to validate the provided access credentials.
Response comment 	
aws:Client.InvalidAccessKeyId AWS was not able to validate the provided access credentials."
AWS Support API	"Re: Unable to setup Shopify integration with FBA (Fulfillment by Amazon)
ever figure this out? I got the same prob as you"
AWS Support API	"Re: Unable to setup Shopify integration with FBA (Fulfillment by Amazon)
In case anyone else comes across this thread, CaptainJack managed to resolve the issue and posted a good summary here: https://forums.aws.amazon.com/thread.jspa?threadID=89165&tstart=0"
AWS Support API	"Manage Returns
Hello all,

I hope I am posting this question to the correct forum. If not please feel free to move it to the correct place. 

I am trying to find the documentation how to manage returns programmatically. Can someone provide me some links: which service I should use, which request I should make in order to authorize a return, issue refund,.. etc. or related documentation will help me a lot. Anyone please?

Thanks in advance.

Edited by: orc_orc on Mar 27, 2012 12:21 PM"
AWS Support API	"product re-pricing
Who knows that,how to use amzon aws to change the price of procuct.
if you konw,please tell me the API  ,thanks.
Dearzhong."
AWS Support API	"product re-pricing
Who knows that,how to use amzon aws to change the price of procuct.
if you konw,please tell me the API  ,thanks.
Dearzhong."
AWS Support API	"Cannot download PHP Library for Amazon FWS Outbound
http://aws.amazon.com/code/Amazon-FWS/1315

When I click on the download link, 

It gives me 
This XML file does not appear to have any style information associated with it. The document tree is shown below.
<Error>
<Code>AllAccessDisabled</Code>
<Message>All access to this object has been disabled</Message>
<RequestId>4CE09C70BF878B4E</RequestId>
<HostId>
Ren3H39ucTcZlQp3BmJf1ZB+afWNGser0FB4ANq9JnP/plO6S8tPAHlyBDGlzjOi
</HostId>
</Error>


Anyone got a copy that I could download?  THanks.

Edited by: aaronfan on Mar 11, 2012 10:20 PM"
AWS Support API	"Re: Cannot download PHP Library for Amazon FWS Outbound
We're in the process of turning off the AWS version of the Fulfillment Web Services. If you're new to integrating with them, please use the version from the Marketplace Web Services, which you can find at https://developer.amazonservices.com/doc/fba/outbound/v20101001/php.html. This new version will provide more features going forward."
AWS Support API	"Re: Cannot download PHP Library for Amazon FWS Outbound
Hi, no, actually I'm not newly implementing FWS.  There's is an existing system however, somehow the library has been removed or gone.  That is why I would like to download it again.  Is there any way for this?"
AWS Support API	"Re: Cannot download PHP Library for Amazon FWS Outbound
Please try again."
AWS Support API	"Re: Cannot download PHP Library for Amazon FWS Outbound
Nice, thanks a lot!"
AWS Support API	"readyshipper ?????
Am attempting to use third party software (readyshipper) to manage Amazon orders. is this a good reliable software?

any suggestions on another software?

i do about 20 orders a day but am expecting increase. what portion (IF ANY) of AWS do i need ... what are my costs looking like?"
AWS Support API	"How to generate Signature for Amazon Fullfillment Web Service
I have to use AFWS( Amazon Fullfillment Web Service) to integrate it with my rails application but while making request i am using Query request and i am providing My access key and secret access key as my signature.but i am getting this error..help me

HOW TO GENERATE SIGNATURE..

This XML file does not appear to have any style information associated with it. The document tree is shown below.
<ErrorResponse xmlns=""http://fba-inbound.amazonaws.com/doc/2007-05-10/"">
<Error>
<Type>Sender</Type>
<Code>SignatureDoesNotMatch</Code>
<Message>
The request signature we calculated does not match the signature you provided. Check your AWS Secret Access Key and signing method. Consult the service documentation for details.
</Message>
<Detail/>
</Error>
<RequestID>ddc5fbb9-01c0-4091-bc89-0baf8e83ac47</RequestID>
</ErrorResponse>

plz help me...
thnx in advance....

Edited by: sontya on Mar 17, 2012 11:23 AM"
AWS Support API	"SellerCentral Throttle Error shipping software
We are using a 3rd party software for inventory and shipping.  We are a large merchant and are getting throttle errors. 

I went to the increase limits section but did not see a link for sellercentral.

Where do we request this?"
AWS Support API	"Re: SellerCentral Throttle Error shipping software
Please ask the third-party software developer if they are using the newer Marketplace Web Services; I suspect they are.

If so, you can ask at https://sellercentral.amazon.com/gp/mws/contactus.html."
AWS Support API	"Re: SellerCentral Throttle Error shipping software
Will contact them.  Thank You"
AWS Support API	"CreateInboundShipmentPlan returns 500 error
I have get a 500 error from the server when I use invokeCreateInboundShipmentPlan() method.
Usually, it works well. But, when I using some specific products data set, it returns a 500 error.

Do you have any ideas to solve this?"
AWS Support API	"Re: CreateInboundShipmentPlan returns 500 error
If I should show you more information, please let me know what it is..."
AWS Support API	"aws:Client.OptInRequired The AWS Access Key Id needs a subscription for the
I have a Shopify account and have set it up to be autofulfilled by my Amazon FBA. I have followed the instructions to a tee but I keep getting the following error message on Shopify from Amazon: "" aws:Client.OptInRequired The AWS Access Key Id needs a subscription for the service. (amazon)"". Shopify referred me to you for assistance. We have a seller account, and FBA account, and and AWS account. 

This is for our product Saw Palmetto Conditioner, SKU PP-AAIT-LUEL"
AWS Support API	"Re: aws:Client.OptInRequired The AWS Access Key Id needs a subscription for the
I am also on shopify and having the exact same issue"
AWS Support API	"Re: aws:Client.OptInRequired The AWS Access Key Id needs a subscription for the
I too am having this issue - is there any help out there?"
AWS Support API	"Re: aws:Client.OptInRequired The AWS Access Key Id needs a subscription for the
I assume you're in the US?

Are they all the same, in that the AWS account and the Selling on Amazon account have the same e-mail and password?

Have you given Shopify the correct keys?

Finally, have you signed up for FWS specifically? Please visit http://aws.amazon.com/fws/ to do so. I suspect that your issue is this last one."
AWS Support API	"Re: aws:Client.OptInRequired The AWS Access Key Id needs a subscription for the
I assume you're in the US?

Yes

Are they all the same, in that the AWS account and the Selling on Amazon account have the same e-mail and password?

Yes

Have you given Shopify the correct keys?

Yes

Finally, have you signed up for FWS specifically? Please visit http://aws.amazon.com/fws/ to do so. I suspect that your issue is this last one.

Yes

I am still getting this error...."
AWS Support API	"Re: aws:Client.OptInRequired The AWS Access Key Id needs a subscription for the
Wait - I believe everything may have just synched up with itself!  I will try a couple more product entry's on the website and see what happens.  Perhaps I'[m just too impatient!

Thank you kindly for your assistance!"
AWS Support API	"Re: aws:Client.OptInRequired The AWS Access Key Id needs a subscription for the
I am having the same problem too.  I canceled my AWS because I started getting repetitive form mails warning me that I would be charged.  I emailed the totally incompetent support asking repeatedly for them to explain what services I was using and what I might be charged for and they kept telling me they can't give me that information.  Thinking AWS was just some trial I signed up for I canceled it.   Now I cannot reactive it I get an error: 

Error 
Your information could not be submitted because of the following errors: 


We encountered an error while trying to process your last request. Please try again later.


 What a nightmare."
AWS Support API	"<UnknownOperationException /> as XML return
Dear Sir/Madam,

When we make a API request of the following:

https://mws.amazonservices.com/FulfillmentOutboundShipment/2010-10-01?
AWSAccessKeyId=<Access ID>&Action=GetFulfillmentOrder&SellerFulfillmentOrderId=<Order ID>&SellerId=<Seller ID>&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2012-03-06T04%3A34%3A30.000Z&Version=2010-10-01&Signature=eXZmAq2%2B%2F9E094Yo2l7TmLCEMORRDt2PECmtq%2Bhp3IQ%3D

We got the XML output with the <UnknownOperationException />

May i know what is the problem of this ?

Edited by: domlsg on Mar 5, 2012 8:49 PM"
AWS Support API	"Re: <UnknownOperationException /> as XML return
Hi,

The request you provided was a ""Marketplace Web Service"" Fulfillment API request, not an ""Amazon Web Services"" Fulfillment API request. I know the difference seems minor, but this forum is about the AWS version of the APIs. The newer, MWS version is supported at http://www.amazonsellercommunity.com/forums/forum.jspa?forumID=43. Maybe they can help you?

One thing I notice that might be relevant is that it looks like your timestamp is to greater than a second's precision. Historically, for the AWS version, those have been rejected as not conforming to the standard format AWS uses. Can you try with a timestamp only to 1 second's precision?

I hope this helps."
AWS Support API	"Time to beg !!  I just can not get the string figured out for the signature
I'm just trying to get the basic GetServiceStatusResult and I have spent many many hours..
but to no avail.......

String to sign: 

POST
mws.amazonservices.com
/FulfillmentInboundShipment/2010-10-01
AWSAccessKeyId=***********&Action=GetServiceStatus&SellerId=A********&SignatureMethod=HmacSHA256&SignatureVersion=2&Timestamp=2011-05-21T02%3A06%3A29Z&Version=2010-10-01

Right?

So then how about the URL??

https://mws.amazonservices.com/FulfillmentInboundShipment/2010-10-01?AWSAccessKeyId=*********&Action=GetServiceStatus&SellerId=A*********&SignatureVersion=2&Timestamp=2011-05-21T02%3A06%3A29Z&Version=2010-10-01&Signature=*****************&SignatureMethod=HmacSHA256

???????????????????????????????????

I have tried everything I can think of and still get the dreaded 'SignatureDoesNotMatch'

The signatures which I get work with the Product Advertising API just fine and are 48 char.'s long (maybe this tells something?)

However the 2 .. SHA 256 HMAC & Base64 HMAC .. from the MWS scratchpad are 64 & 44 characters long.

FYI - I use Filemaker Pro.... and a plug in that does the HMAC SHA 256 for me

PLEASE someone help me......... : (

LOL ... but really not laughing"
AWS Support API	"Re: Time to beg !!  I just can not get the string figured out for the signature
Hey,

did you got solution? Have same problem. No idea what is wrong.

Other MWS API working with credentials, InboundAPI failed with SignatureDoesNotMatch.

Thanks,
Michael"
AWS Support API	"Re: Time to beg !!  I just can not get the string figured out for the signature
I am using PHP, the sign function i am using is:

<?

    function sign(......) {

        ....................

        $sc = base64_encode( hash_hmac(""sha256"", $stringToSign, $AWSAccessSecretKey, true));
        $sc = str_replace(""%7E"", ""~"", rawurlencode($sc));

        return ($sc);

    }
?>

You may convert it into your programming language you are using.

Hope it helps"
AWS Support API	"Amazon Fulfillment Web Service (FWS) using Ruby
Can i Amazon Fulfillment Web Service (FWS) using Ruby  use inbound and outbound calls to get product details in my rails application(Using Rest calls)....
thnx in advance"
AWS Support API	"Can I display shipment details from amazon.com to my rails application ?
Hi everybody,
Need some help as i am new to AWS 
I am developing an Shipment Tracking web application in which I want to display buyer and seller account 
So i will display Inbound items details and Outbound Item details for the each user.
which service of amazon(AWS) provide API methods for this?, plz help.
I am using Ruby as my development language.
Thnx in advance.................."
AWS Support API	"Can I display shipment details from amazon.com to my rails application ?
Hi everybody,
                         Need some help as i am new to AWS 
I am developing an Shipment Tracking web application in which I want to display buyer and seller account 
So i will display Inbound items details and Outbound Item details for the each user.
which service of amazon(AWS) provide API methods for this?, plz help.
I am using Ruby as my development language.
Thnx in advance..................

Edited by: sontya on Mar 3, 2012 12:00 PM"
AWS Support API	"getting FBA product using AIM
I'm using the AIM API to get updates on my product lists, but I've converted some inventory to FBA.

The FBA product doesn't show up in the OpenListings report anymore. 

How can I see the FBA products and their inventory counts?"
AWS Support API	"How to find FBA products
How can I get products sold by Amazon or Fulfilled by Amazon? I know , I can get products sold by Amazon (only ) if I set 'MerchantId=Amazon', but it doesn't give me FBA products. Any ideas?"
AWS Support API	"How to get products eligible for Free Shipping?
How can I get products qualifying for Free Shipping?"
AWS Support API	"Re: How to find FBA products
Hi Dear,
Use ""FBAInventoryServiceMWS"" service and in that call ""ListInventorySupply"" method will do you job.

Thanks
Jaiswar Vipin Kumar R"
AWS Support API	"Re: How to find FBA products
Jaiswar Vipin Kumar wrote:
Hi Dear,
Use ""FBAInventoryServiceMWS"" service and in that call ""ListInventorySupply"" method will do you job.

1. 2 1/2 yr old thread....

2. That's to get your own inventory.."
AWS Support API	"The AWS Access key ID needs a subscription for the service
I have an amazon account using FBA and now selling multi channel. trying to use the FWS service to send over orders for amazon warehouse to ship for us which we sold on other channel.We have signed up for FWS and have an FBA working account. All the same account. Whe we try to send over the XML order we get ""The AWS access key ID needs a subscription for the service"" Error:OptInRequired. 

I cant find anywhere else to option and according to all we see we are set up and working. I have also confirmed that we have signed up for FWS and the service says it is activated for my account. Any ideas out there?"
AWS Support API	"Re: The AWS Access key ID needs a subscription for the service
In general, this is caused by either not signing up for the Fulfillment Web Services or by signing up on the website and trying to use the Fulfillment Web Services (AWS version) outside of the US. Additionally, signing up for the MWS version will not grant you access to the AWS version and vice versa.

I hope this helps."
AWS Support API	"Re: The AWS Access key ID needs a subscription for the service
We are having the exact same problem.
SenderOptInRequiredThe AWS Access Key Id needs a subscription for the service

Been trying to fix it now for 8+ hours. What is the easy solution? How many services do you need to sign up for to make it work.

Thanks, Barry"
AWS Support API	"Re: The AWS Access key ID needs a subscription for the service
Hello,

It looks like you signed up for the Fulfillment Web Service a few hours after the other services.  Please let us know if you're still having problems.

Regards,
JBrown"
AWS Support API	"Re: The AWS Access key ID needs a subscription for the service
I am getting this same error: 

The AWS Access key ID needs a subscription for the service.

I am trying to use a third party service for inputting inventory and printing labels for FBA inventory etc. 

Any suggestions?"
AWS Support API	"Files have been lost
Hello, i had upleasant  situation occured yestrday on the site.Three files have been lost, two people have access rights  but none of them worked with the site. Could it be any server failure or was it just a break?."
AWS Support API	"Re: Files have been lost
I'm sorry, but I don't understand. The Fulfillment Web Service does not allow files to be uploaded. Perhaps you meant to ask your question in a different forum?"
