question,answer
Q: What is the difference between automated backups and DB Snapshots?,"
Amazon RDS provides two different methods for backing up and restoring your DB instance(s) automated backups and database snapshots (DB Snapshots).
The automated backup feature of Amazon RDS enables point-in-time recovery of your DB instance. When automated backups are turned on for your DB Instance, Amazon RDS automatically performs a full daily snapshot of your data (during your preferred backup window) and captures transaction logs (as updates to your DB Instance are made). When you initiate a point-in-time recovery, transaction logs are applied to the most appropriate daily backup in order to restore your DB instance to the specific time you requested. Amazon RDS retains backups of a DB Instance for a limited, user-specified period of time called the retention period, which by default is 7 days but can be set to up to 35 days. You can initiate a point-in-time restore and specify any second during your retention period, up to the Latest Restorable Time. You can use the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_DescribeDBInstances.html"">DescribeDBInstances</a> API to return the latest restorable time for you DB instance, which is typically within the last five minutes. Alternatively, you can find the Latest Restorable Time for a DB instance by selecting it in the <a href=""https://console.aws.amazon.com/"">AWS Management Console</a> and looking in the “Description” tab in the lower panel of the Console.
DB Snapshots are user-initiated and enable you to back up your DB instance in a known state as frequently as you wish, and then restore to that specific state at any time. DB Snapshots can be created with the <a href=""https://console.aws.amazon.com/"">AWS Management Console</a>, <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_CreateDBSnapshot.html"">CreateDBSnapshot API</a>, or <a href=""http://docs.aws.amazon.com/cli/latest/reference/rds/create-db-snapshot.html"">create-db-snapshot command</a> and are kept until you explicitly delete them.
The snapshots which Amazon RDS performs for enabling automated backups are available to you for copying (using the AWS console or the <a href=""http://docs.aws.amazon.com/cli/latest/reference/rds/copy-db-snapshot.html"">copy-db-snapshot command</a>) or for the snapshot restore functionality. You can identify them using the ""automated"" Snapshot Type. In addition, you can identify the time at which the snapshot has been taken by viewing the ""Snapshot Created Time"" field. Alternatively, the identifier of the ""automated"" snapshots also contains the time (in UTC) at which the snapshot has been taken.
Please note: When you perform a restore operation to a point in time or from a DB Snapshot, a new DB Instance is created with a new endpoint (the old DB Instance can be deleted if so desired). This is done to enable you to create multiple DB Instances from a specific DB Snapshot or point in time.
"
Q: Do I need to enable backups for my DB Instance or is it done automatically?,"
By default, Amazon RDS enables automated backups of your DB Instance with a 7 day retention period. Free backup storage is limited to the size of your provisioned database and only applies to active DB Instances. For example, if you have 100 GB of provisioned database storage over the month, we will provide 100 GB-months of backup storage at no additional charge. If you would like to extend your backup retention period beyond one day, you can do so using the CreateDBInstance API (when creating a new DB Instance) or ModifyDBInstance API (for an existing DB Instance). You can use these APIs to change the RetentionPeriod parameter from 1 to the desired number of days. For more information on automated backups, please refer to the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_CommonTasks.BackupRestore.html"">Amazon RDS User Guide</a>.
"
Q: What is a backup window and why do I need it? Is my database available during the backup window?,"
The preferred backup window is the user-defined period of time during which your DB Instance is backed up. Amazon RDS uses these periodic data backups in conjunction with your transaction logs to enable you to restore your DB Instance to any second during your retention period, up to the LatestRestorableTime (typically up to the last few minutes). During the backup window, storage I/O may be briefly suspended while the backup process initializes (typically under a few seconds) and you may experience a brief period of elevated latency. There is no I/O suspension for Multi-AZ DB deployments, since the backup is taken from the standby. 
"
Q: Where are my automated backups and DB snapshots stored and how do I manage their retention?,"
Amazon RDS DB snapshots and automated backups are stored in S3.
You can use the <a href=""https://console.aws.amazon.com/"">AWS Management Console</a>, the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_ModifyDBInstance.html"">ModifyDBInstance API</a>, or the <a href=""http://docs.aws.amazon.com/cli/latest/reference/rds/modify-db-instance.html"">modify-db-instance command</a> to manage the period of time your automated backups are retained by modifying the RetentionPeriod parameter. If you desire to turn off automated backups altogether, you can do so by setting the retention period to 0 (not recommended). You can manage your user-created DB Snapshots via the ""Snapshots"" section of the Amazon RDS Console. Alternatively, you can see a list of the user-created DB Snapshots for a given DB Instance using the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_DescribeDBSnapshots.html"">DescribeDBSnapshots API</a> or <a href=""http://docs.aws.amazon.com/cli/latest/reference/rds/describe-db-snapshots.html"">describe-db-snapshots command</a> and delete snapshots with the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_DeleteDBSnapshot.html"">DeleteDBSnapshot API</a> or <a href=""http://docs.aws.amazon.com/cli/latest/reference/rds/delete-db-snapshot.html"">delete-db-snapshot command</a>.
"
Q: Why do I have more automated DB snapshots than the number of days in the retention period for my DB instance?,"
It is normal to have 1 or 2 more automated DB snapshots than the number of days in your retention period. One extra automated snapshot is retained to ensure the ability to perform a point in time restore to any time during the retention period. For example, if your backup window is set to 1 day, you will require 2 automated snapshots to support restores to any within previous 24 hours. You may also see an additional automated snapshot as a new automated snapshot is always created before the oldest automated snapshot is deleted.
"
Q: What happens to my backups and DB snapshots if I delete my DB instance?,"
When you delete a DB instance, you can create a final DB snapshot upon deletion; if you do, you can use this DB snapshot to restore the deleted DB instance at a later date. Amazon RDS retains this final user-created DB snapshot along with all other manually created DB snapshots after the DB instance is deleted. Refer to the <a href=""https://aws.amazon.com/rds/pricing/"">pricing page</a> for details of backup storage costs.
Automated backups are deleted when the DB instance is deleted. Only manually created DB Snapshots are retained after the DB Instance is deleted.
"
Q: What is Amazon Virtual Private Cloud (VPC) and how does it work with Amazon RDS?,"
Amazon VPC lets you create a virtual networking environment in a private, isolated section of the AWS cloud, where you can exercise complete control over aspects such as private IP address ranges, subnets, routing tables and network gateways. With Amazon VPC, you can define a virtual network topology and customize the network configuration to closely resemble a traditional IP network that you might operate in your own datacenter. 
One way that you can take advantage of VPC is when you want to run a public-facing web application while still maintaining non-publicly accessible backend servers in a private subnet. You can create a public-facing subnet for your webservers that has access to the Internet, and place your backend RDS DB Instances in a private-facing subnet with no Internet access. For more information about Amazon VPC, refer to the <a href=""http://docs.amazonwebservices.com/AmazonVPC/latest/UserGuide/"">Amazon Virtual Private Cloud User Guide</a>. 
"
Q: How is using Amazon RDS inside a VPC different from using it on the EC2-Classic platform (non-VPC)?,"
If your AWS account was created before 2013-12-04, you may be able to run Amazon RDS in an Amazon Elastic Compute Cloud (EC2)-Classic environment. The basic functionality of Amazon RDS is the same regardless of whether EC2-Classic or EC2-VPC is used. Amazon RDS manages backups, software patching, automatic failure detection, read replicas and recovery whether your DB Instances are deployed inside or outside a VPC. For more information about the differences between EC2-Classic and EC2-VPC, see the <a adhocenable=""false"" href=""http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-vpc.html#differences"" target=""_blank"">EC2 documentation</a>. 
"
Q: What is a DB Subnet Group and why do I need one?,"
A DB Subnet Group is a collection of subnets that you may want to designate for your RDS DB Instances in a VPC. Each DB Subnet Group should have at least one subnet for every Availability Zone in a given Region. When creating a DB Instance in VPC, you will need to select a DB Subnet Group. Amazon RDS then uses that DB Subnet Group and your preferred Availability Zone to select a subnet and an IP address within that subnet. Amazon RDS creates and associates an Elastic Network Interface to your DB Instance with that IP address. 
Please note that, we strongly recommend you use the DNS Name to connect to your DB Instance as the underlying IP address can change (e.g., during failover). 
For Multi-AZ deployments, defining a subnet for all Availability Zones in a Region will allow Amazon RDS to create a new standby in another Availability Zone should the need arise. You need to do this even for Single-AZ deployments, just in case you want to convert them to Multi-AZ deployments at some point. 
"
Q: How do I create an Amazon RDS DB Instance in VPC?,"
For a procedure that walks you through this process, refer to <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_VPC.WorkingWithRDSInstanceinaVPC.html#USER_VPC.InstanceInVPC"">Creating a DB Instance in a VPC</a> in the Amazon RDS User Guide.
"
Q: How do I control network access to my DB Instance(s)?,"
Visit the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.RDSSecurityGroups.html"">Security Groups</a> section of the Amazon RDS User Guide to learn about the different ways to control access to your DB Instances.
"
Q: How do I connect to an RDS DB Instance in VPC?,"
DB Instances deployed within a VPC can be accessed by EC2 Instances deployed in the same VPC. If these EC2 Instances are deployed in a public subnet with associated Elastic IPs, you can access the EC2 Instances via the internet.
DB Instances deployed within a VPC can be accessed from the Internet or from EC2 Instances outside the VPC via VPN or bastion hosts that you can launch in your public subnet, or using Amazon RDS's Publicly Accessible option:
<ul>
<li>To use a bastion host, you will need to set up a public subnet with an EC2 instance that acts as a SSH Bastion. This public subnet must have an internet gateway and routing rules that allow traffic to be directed via the SSH host, which must then forward requests to the private IP address of your RDS DB instance.</li>
<li>To use public connectivity, simply create your DB Instances with the Publicly Accessible option set to yes. With Publicly Accessible active, your DB Instances within a VPC will be fully accessible outside your VPC by default. This means you do not need to configure a VPN or bastion host to allow access to your instances.</li>
</ul>
You can also set up a VPN Gateway that extends your corporate network into your VPC, and allows access to the RDS DB instance in that VPC. Refer to the <a href=""http://docs.amazonwebservices.com/AmazonVPC/latest/UserGuide"">Amazon VPC User Guide</a> for more details.
We strongly recommend you use the DNS Name to connect to your DB Instance as the underlying IP address can change (e.g., during failover).
"
Q: Can I move my existing DB instances outside VPC into my VPC?,"
If your DB instance is not in a VPC, you can use the AWS Management Console to easily move your DB instance into a VPC. See the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_VPC.WorkingWithRDSInstanceinaVPC.html#USER_VPC.Non-VPC2VPC"">Amazon RDS User Guide</a> for more details. You can also take a snapshot of your DB Instance outside VPC and restore it to VPC by specifying the DB Subnet Group you want to use. Alternatively, you can perform a “Restore to Point in Time” operation as well.
"
Q: Can I move my existing DB instances from inside VPC to outside VPC?,"
Migration of DB Instances from inside to outside VPC is not supported. For security reasons, a DB Snapshot of a DB Instance inside VPC cannot be restored to outside VPC. The same is true with “Restore to Point in Time” functionality. 
"
Q: What precautions should I take to ensure that my DB Instances in VPC are accessible by my application?,"
You are responsible for modifying routing tables and networking ACLs in your VPC to ensure that your DB instance is reachable from your client instances in the VPC. 
For Multi-AZ deployments, after failover, your client EC2 instance and RDS DB Instance may be in different Availability Zones. You should configure your networking ACLs to ensure that cross-AZ communication is possible. 
"
Q: Can I change the DB Subnet Group of my DB Instance?,"
An existing DB Subnet Group can be updated to add more subnets, either for existing Availability Zones or for new Availability Zones added since the creation of the DB Instance. Removing subnets from an existing DB Subnet Group can cause unavailability for instances if they are running in a particular AZ that gets removed from the subnet group. View the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_VPC.WorkingWithRDSInstanceinaVPC.html#USER_VPC.VPC2VPC"">Amazon RDS User Guide</a> for more information.
"
Q: What is an Amazon RDS master user account and how is it different from an AWS account?,"
To begin using Amazon RDS you will need an AWS developer account. If you do not have one prior to signing up for Amazon RDS, you will be prompted to create one when you begin the sign-up process. A master user account is different from an AWS developer account and used only within the context of Amazon RDS to control access to your DB Instance(s). The master user account is a native database user account which you can use to connect to your DB Instance. You can specify the master user name and password you want associated with each DB Instance when you create the DB Instance. Once you have created your DB Instance, you can connect to the database using the master user credentials. Subsequently, you may also want to create additional user accounts so that you can restrict who can access your DB Instance.
"
Q: What privileges are granted to the master user for my DB Instance?,"
For MySQL, the default privileges for the master user include: create, drop, references, event, alter, delete, index, insert, select, update, create temporary tables, lock tables, trigger, create view, show view, alter routine, create routine, execute, trigger, create user, process, show databases, grant option.
For Oracle, the master user is granted the ""dba"" role. The master user inherits most of the privileges associated with the role. Please refer to the <a href=""http://docs.amazonwebservices.com/AmazonRDS/latest/UserGuide/"">Amazon RDS User Guide</a> for the list of restricted privileges and the corresponding alternatives to perform administrative tasks that may require these privileges.
For SQL Server, a user that creates a database is granted the ""db_owner"" role. Please refer to the <a href=""http://docs.amazonwebservices.com/AmazonRDS/latest/UserGuide/RDSFAQ.SQLServer.html"">Amazon RDS User Guide</a> for the list of restricted privileges and the corresponding alternatives to perform administrative tasks that may require these privileges.
"
Q: Is there anything different about user management with Amazon RDS?,"
No, everything works the way you are familiar with when using a relational database you manage yourself.
"
Q: Can programs running on servers in my own data center access Amazon RDS databases?,"
Yes. You have to intentionally turn on the ability to access your database over the internet by configuring <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.RDSSecurityGroups.html"">Security Groups</a>. You can authorize access for only the specific IPs, IP ranges, or subnets corresponding to servers in your own data center.
"
Q: Can I encrypt connections between my application and my DB Instance using SSL?,"
Yes, this option is currently supported for the MySQL, MariaDB, SQL Server, PostgreSQL, and Oracle engines.
Amazon RDS generates an SSL certificate for each DB Instance. Once an encrypted connection is established, data transferred between the DB Instance and your application will be encrypted during transfer. 
While SSL offers security benefits, be aware that SSL encryption is a compute-intensive operation and will increase the latency of your database connection. SSL support within Amazon RDS is for encrypting the connection between your application and your DB Instance; it should not be relied on for authenticating the DB Instance itself. 
For details on establishing an encrypted connection with Amazon RDS, please visit Amazon RDS's <a adhocenable=""false"" href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_MySQL.html#MySQL.Concepts.SSLSupport"">MySQL User Guide</a>, <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_MariaDB.html#MariaDB.Concepts.SSLSupport"">MariaDB User Guide</a>, <a adhocenable=""false"" href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_SQLServer.html#SQLServer.Concepts.General.SSL"">SQL Server User Guide</a>, <a adhocenable=""false"" href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_PostgreSQL.html#PostgreSQL.Concepts.General.SSL"">PostgreSQL User Guide</a> or <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/CHAP_Oracle.html#Oracle.Concepts.SSL"">Oracle User Guide</a>. To learn more about how SSL works with these engines, you can refer directly to the <a adhocenable=""false"" href=""http://dev.mysql.com/doc/refman/5.6/en/ssl-connections.html"" target=""_blank"">MySQL documentation</a>, the <a href=""https://mariadb.com/kb/en/mariadb/secure-connections-overview/"">MariaDB documentation</a>, the <a adhocenable=""false"" href=""http://msdn.microsoft.com/en-us/library/ms189067.aspx"" target=""_blank"">MSDN SQL Server documentation</a>, the <a adhocenable=""false"" href=""http://www.postgresql.org/docs/9.3/static/ssl-tcp.html"">PostgreSQL documentation</a>, or the <a href=""https://docs.oracle.com/database/121/DBSEG/asossl.htm"">Oracle Documentation</a>.
"
Q: Can I encrypt data at rest on my Amazon RDS databases?," 
Amazon RDS supports encryption at rest for all database engines, using keys you manage using <a adhocenable=""false"" href=""/kms/"">AWS Key Management Service (KMS)</a>. On a database instance running with Amazon RDS encryption, data stored at rest in the underlying storage is encrypted, as are its automated backups, read replicas, and snapshots. Encryption and decryption are handled transparently. For more information about the use of KMS with Amazon RDS, see the <a adhocenable=""false"" href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html"">Amazon RDS User's Guide</a>.
You can also add encryption to a previously unencrypted DB instance or DB cluster by creating a DB snapshot and then creating a copy of that snapshot and specifying a KMS encryption key. You can then restore an encrypted DB instance or DB cluster from the encrypted snapshot.  
Amazon RDS for Oracle and SQL Server support those engines' Transparent Data Encryption technologies. Transparent Data Encryption in Oracle is integrated with <a adhocenable=""false"" href=""/cloudhsm/"">AWS CloudHSM</a>, which allows you to securely generate, store, and manage your cryptographic keys in single-tenant Hardware Security Module (HSM) appliances within the AWS cloud. For more information, see the Amazon RDS User's Guide sections on <a adhocenable=""false"" href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Appendix.Oracle.Options.html#Appendix.Oracle.Options.AdvSecurity"">Oracle</a> and <a adhocenable=""false"" href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Appendix.SQLServer.Options.html#Appendix.SQLServer.Options.TDE"">SQL Server</a>. 
"
Q: How do I control the actions that my systems and users can take on specific RDS resources?,"
You can control the actions that your <a href=""https://aws.amazon.com/iam"">AWS IAM</a> users and groups can take on RDS resources. You do this by referencing the RDS resources in the <a href=""http://docs.aws.amazon.com/IAM/latest/UserGuide/PermissionsAndPolicies.html"">AWS IAM policies</a> that you apply to your users and groups. RDS resources that can be referenced in an AWS IAM policy includes DB instances, DB snapshots, read replicas, DB security groups, DB option groups, DB parameter groups, event subscriptions and DB subnet groups. In addition, you can tag these resources to add additional metadata to your resources. By using tagging, you can categorize your resources (e.g. ""Development"" DB instances, ""Production"" DB instances, and ""Test"" DB instances), and write AWS IAM policies that list the permissions (i.e. actions) that can be taken on resources with the same tags. For more information, refer to <a href=""/iam/"">Managing Access to Your Amazon RDS Resources and Databases</a> and <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Tagging.html"">Tagging Amazon RDS Resources</a>
"
Q: I wish to perform security analysis or operational troubleshooting on my RDS deployment. Can I get a history of all RDS API calls made on my account?,"
Yes. AWS CloudTrail is a web service that records AWS API calls for your account and delivers log files to you. The AWS API call history produced by CloudTrail enables security analysis, resource change tracking, and compliance auditing. Learn more about CloudTrail at the <a adhocenable=""false"" href=""/cloudtrail/"">AWS CloudTrail detail page</a>, and turn it on via <a adhocenable=""false"" href=""https://console.aws.amazon.com/cloudtrail/home"">CloudTrail's AWS Management Console home page</a>.
"
Q: Can I use Amazon RDS with applications that require HIPAA compliance?,"
A: Yes, all RDS database engines are HIPAA-eligible, so you can use them to build HIPAA-compliant applications and store healthcare related information, including protected health information (PHI) under an executed Business Associate Agreement (BAA) with AWS. If you already have an executed BAA, no action is necessary to begin using these services in the account(s) covered by your BAA. If you do not have an executed BAA with AWS, or have any other questions about HIPAA-compliant applications on AWS, please <a href=""/health/providers-and-insurers/hipaa/inbound/"">contact us</a>. 
"
Q: How do I choose the right configuration parameters for my DB Instance(s)?,"
By default, Amazon RDS chooses the optimal configuration parameters for your DB Instance taking into account the instance class and storage capacity. However, if you want to change them, you can do so using the AWS Management Console, the Amazon RDS APIs, or the AWS Command Line Interface. Please note that changing configuration parameters from recommended values can have unintended effects, ranging from degraded performance to system crashes, and should only be attempted by advanced users who wish to assume these risks.
"
Q: What are DB Parameter groups? How are they helpful?,"
A database parameter group (DB Parameter Group) acts as a “container” for engine configuration values that can be applied to one or more DB Instances. If you create a DB Instance without specifying a DB Parameter Group, a default DB Parameter Group is used. This default group contains engine defaults and Amazon RDS system defaults optimized for the DB Instance you are running. However, if you want your DB Instance to run with your custom-specified engine configuration values, you can simply create a new DB Parameter Group, modify the desired parameters, and modify the DB Instance to use the new DB Parameter Group. Once associated, all DB Instances that use a particular DB Parameter Group get all the parameter updates to that DB Parameter Group.
For more information on configuring DB Parameter Groups, please read the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_WorkingWithParamGroups.html"">Amazon RDS User Guide</a>.
"
Q: How can I monitor the configuration of my Amazon RDS resources?,"
You can use <a href=""/config/"">AWS Config</a> to continuously record configurations changes to Amazon RDS DB Instances, DB Subnet Groups, DB Snapshots, DB Security Groups, and Event Subscriptions and receive notification of changes through <a href=""/sns/"">Amazon Simple Notification Service (SNS)</a>. You can also create AWS Config Rules to evaluate whether these RDS resources have the desired configurations.
"
Q: What does it mean to run a DB instance as a Multi-AZ deployment?,"
When you create or modify your DB instance to run as a Multi-AZ deployment, Amazon RDS automatically provisions and maintains a synchronous “standby” replica in a different Availability Zone. Updates to your DB Instance are synchronously replicated across Availability Zones to the standby in order to keep both in sync and protect your latest database updates against DB instance failure. During certain types of planned maintenance, or in the unlikely event of DB instance failure or Availability Zone failure, Amazon RDS will automatically fail over to the standby so that you can resume database writes and reads as soon as the standby is promoted. Since the name record for your DB instance remains the same, your application can resume database operation without the need for manual administrative intervention. With Multi-AZ deployments, replication is transparent: you do not interact directly with the standby, and it cannot be used to serve read traffic. More information about Multi-AZ deployments is in the <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Concepts.MultiAZ.html"">Amazon RDS User Guide</a>. 
"
Q: What is an Availability Zone?,"
Availability Zones are distinct locations within a Region that are engineered to be isolated from failures in other Availability Zones. Each Availability Zone runs on its own physically distinct, independent infrastructure, and is engineered to be highly reliable. Common points of failures like generators and cooling equipment are not shared across Availability Zones. Additionally, they are physically separate, such that even extremely uncommon disasters such as fires, tornados or flooding would only affect a single Availability Zone. Availability Zones within the same Region benefit from low-latency network connectivity.
"
Q: What do “primary” and “standby” mean in the context of a Multi-AZ deployment?,"
When you run a DB instance as a Multi-AZ deployment, the “primary” serves database writes and reads. In addition, Amazon RDS provisions and maintains a “standby” behind the scenes, which is an up-to-date replica of the primary. The standby is “promoted” in failover scenarios. After failover, the standby becomes the primary and accepts your database operations. You do not interact directly with the standby (e.g. for read operations) at any point prior to promotion. If you are interested in scaling read traffic beyond the capacity constraints of a single DB instance, please see the FAQs on <a href=""#87"">Read Replicas</a>.
"
Q: What are the benefits of a Multi-AZ deployment?,"
The chief benefits of running your DB instance as a Multi-AZ deployment are enhanced database durability and availability. The increased availability and fault tolerance offered by Multi-AZ deployments make them a natural fit for production environments.
Running your DB instance as a Multi-AZ deployment safeguards your data in the unlikely event of a DB instance component failure or loss of availability in one Availability Zone. For example, if a storage volume on your primary fails, Amazon RDS automatically initiates a failover to the standby, where all of your database updates are intact. This provides additional data durability relative to standard deployments in a single AZ, where a user-initiated restore operation would be required and updates that occurred after the latest restorable time (typically within the last five minutes) would not be available.
You also benefit from enhanced database availability when running your DB instance as a Multi-AZ deployment. If an Availability Zone failure or DB instance failure occurs, your availability impact is limited to the time automatic failover takes to complete. The availability benefits of Multi-AZ also extend to planned maintenance. For example, with automated backups, I/O activity is no longer suspended on your primary during your preferred backup window, since backups are taken from the standby. In the case of patching or DB instance class scaling, these operations occur first on the standby, prior to automatic fail over. As a result, your availability impact is limited to the time required for automatic failover to complete.
Another implied benefit of running your DB instance as a Multi-AZ deployment is that DB instance failover is automatic and requires no administration. In an Amazon RDS context, this means you are not required to monitor DB instance events and initiate manual DB instance recovery (via the RestoreDBInstanceToPointInTime or RestoreDBInstanceFromSnapshot APIs) in the event of an Availability Zone failure or DB instance failure.
"
Q: Are there any performance implications of running my DB instance as a Multi-AZ deployment?,"
You may observe elevated latencies relative to a standard DB instance deployment in a single Availability Zone as a result of the synchronous data replication performed on your behalf. 
"
"Q: When running my DB instance as a Multi-AZ deployment, can I use the standby for read or write operations?","
No, the standby replica cannot serve read requests. Multi-AZ deployments are designed to provide enhanced database availability and durability, rather than read scaling benefits. As such, the feature uses synchronous replication between primary and standby. Our implementation makes sure the primary and the standby are constantly in sync, but precludes using the standby for read or write operations. If you are interested in a read scaling solution, please see the FAQs on <a href=""#read-replicas"">Read Replicas</a>.
"
Q: How do I set up a Multi-AZ DB instance deployment?,"
In order to create a Multi-AZ DB instance deployment, simply click the “Yes” option for “Multi-AZ Deployment” when launching a DB Instance with the <a href=""https://console.aws.amazon.com/"">AWS Management Console</a>. Alternatively, if you are using the Amazon RDS APIs, you would call the CreateDBInstance API and set the “Multi-AZ” parameter to the value “true.” To convert an existing standard (single AZ) DB instance to Multi-AZ, modify the DB instance in the AWS Management Console or use the ModifyDBInstance API and set the Multi-AZ parameter to true.
"
Q: What happens when I convert my RDS instance from Single-AZ to Multi-AZ?,"
For the RDS for MySQL, MariaDB, PostgreSQL and Oracle database engines, when you elect to convert your RDS instance from Single-AZ to Multi-AZ, the following happens:
<ul>
<li>A snapshot of your primary instance is taken</li>
<li>A new standby instance is created in a different Availability Zone, from the snapshot</li>
<li>Synchronous replication is configured between primary and standby instances</li>
</ul>
As such, there should be no downtime incurred when an instance is converted from Single-AZ to Multi-AZ. However, you may see increased latency while the data on the standby is caught up to match to the primary. 
"
Q: What events would cause Amazon RDS to initiate a failover to the standby replica?,"
Amazon RDS detects and automatically recovers from the most common failure scenarios for Multi-AZ deployments so that you can resume database operations as quickly as possible without administrative intervention. Amazon RDS automatically performs a failover in the event of any of the following:
<ul>
<li>Loss of availability in primary Availability Zone</li>
<li>Loss of network connectivity to primary</li>
<li>Compute unit failure on primary</li>
<li>Storage failure on primary</li>
</ul>
Note: When operations such as DB instance scaling or system upgrades like OS patching are initiated for Multi-AZ deployments, for enhanced availability, they are applied first on the standby prior to automatic failover. As a result, your availability impact is limited only to the time required for automatic failover to complete. Note that Amazon RDS Multi-AZ deployments do not fail over automatically in response to database operations such as long running queries, deadlocks or database corruption errors. 
"
Q: Will I be alerted when automatic failover occurs?,"
Yes, Amazon RDS will emit a DB instance event to inform you that automatic failover occurred. You can click the “Events” section of the Amazon RDS Console or use the DescribeEvents API to return information about events related to your DB instance. You can also use <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Events.html"">Amazon RDS Event Notifications</a> to be notified when specific DB events occur. 
"
Q: What happens during Multi-AZ failover and how long does it take?,"
Failover is automatically handled by Amazon RDS so that you can resume database operations as quickly as possible without administrative intervention. When failing over, Amazon RDS simply flips the canonical name record (CNAME) for your DB instance to point at the standby, which is in turn promoted to become the new primary. We encourage you to follow best practices and implement database connection retry at the application layer.
Failovers, as defined by the interval between the detection of the failure on the primary and the resumption of transactions on the standby, typically complete within one to two minutes. Failover time can also be affected by whether large uncommitted transactions must be recovered; the use of adequately large instance types is recommended with Multi-AZ for best results. AWS also recommends the use of Provisioned IOPS with Multi-AZ instances, for fast, predictable, and consistent throughput performance.
"
Q: Can I initiate a “forced failover” for my Multi-AZ DB instance deployment?,"
Amazon RDS will automatically fail over without user intervention under a variety of <a href=""#43"">failure conditions</a>. In addition, Amazon RDS provides an option to initiate a failover when rebooting your instance. You can access this feature via the AWS Management Console or when using the RebootDBInstance API call. 
"
Q: How do I control/configure Multi-AZ synchronous replication?,"
With Multi-AZ deployments, you simply set the “Multi-AZ” parameter to true. The creation of the standby, synchronous replication, and failover are all handled automatically. This means you cannot select the Availability Zone your standby is deployed in or alter the number of standbys available (Amazon RDS provisions one dedicated standby per DB instance primary). The standby also cannot be configured to accept database read activity. <a adhocenable=""false"" href=""/rds/details/multi-az/"">Learn more about Multi-AZ configurations.</a> 
"
Q: Will my standby be in the same Region as my primary?,"
Yes. Your standby is automatically provisioned in a different Availability Zone of the <i>same Region</i> as your DB instance primary.
"
Q: Can I see which Availability Zone my primary is currently located in?,"
Yes, you can gain visibility into the location of the current primary by using the <a href=""https://console.aws.amazon.com/"">AWS Management Console</a> or DescribeDBInstances API.
"
"Q: After failover, my primary is now located in a different Availability Zone than my other AWS resources (e.g. EC2 instances). Should I be concerned about latency?","
Availability Zones are engineered to provide low latency network connectivity to other Availability Zones in the same Region. In addition, you may want to consider architecting your application and other AWS resources with redundancy across multiple Availability Zones so your application will be resilient in the event of an Availability Zone failure. Multi-AZ deployments address this need for the database tier without administration on your part.
"
Q: How do DB Snapshots and automated backups work with my Multi-AZ deployment?,"
You interact with automated backup and DB Snapshot functionality in the same way whether you are running a standard deployment in a Single-AZ or Multi-AZ deployment. If you are running a Multi-AZ deployment, automated backups and DB Snapshots are simply taken from the standby to avoid I/O suspension on the primary. Please note that you may experience increased I/O latency (typically lasting a few minutes) during backups for both Single-AZ and Multi-AZ deployments.
Initiating a restore operation (point-in-time restore or restore from DB Snapshot) also works the same with Multi-AZ deployments as standard, Single-AZ deployments. New DB instance deployments can be created with either the RestoreDBInstanceFromSnapshot or RestoreDBInstanceToPointInTime APIs. These new DB instance deployments can be either standard or Multi-AZ, regardless of whether the source backup was initiated on a standard or Multi-AZ deployment.
"
