label	description

Amazon SNS	['passbook', 'apns', 'failing', 'work', 'hi:', 'apologize', 'clear', 'primary', 'issue', 'production', 'passbook', 'keys', 'accepted', 'add', 'new', 'app', 'set', 'push', 'platform', 'apple', 'push', 'notification', 'service', 'apns', 'error', 'receive', 'credentials', 'entered', 'invalid', 'enter', 'valid', 'credentials', 'try', 'production', 'keys', 'accepted', 'set', 'push', 'platform', 'apple', 'push', 'notification', 'service', 'sandbox', 'apns_sandbox', 'issue', 'passbook', 'sandbox', 'production', 'would', 'expect', 'opposite', 'happen', 'try', 'sending', 'messages', 'added', 'sandbox', 'push', 'platform', 'work', 'apple', 'support', 'sending', 'passbook', 'notifications', 'sandbox', 'mentioned', 'make', 'sense', 'issues', 'sns', 'system', 'accepting', 'production', 'passbook', 'keys', 'adding', 'new', 'app', 'primary', 'issue']

Amazon SNS	['passbook', 'apns', 'failing', 'work', 'responding', 'back', 'could', 'provide', 'us', 'utc', 'time', 'attempted', 'create', 'production', 'application', 'application', 'name', 'used', 'also', 'confirm', 'aws', 'id', 'using', 'information', 'help', 'us', 'look', 'logs', 'figure', 'aspect', 'system', 'rejecting', 'credentials', 'sneha']

Amazon SNS	"['passbook', 'apns', 'failing', 'work', 'there:', 'tried', 'adding', 'app', '5:02pm', 'utc', 'application', 'name:', 'passbook', 'push', 'platform:', 'apple', 'push', 'notification', 'service', 'apns', 'certificate:', 'populated', ""'load"", 'credentials', ""file'"", 'private', 'key:', 'populated', ""'load"", 'credentials', ""file'"", 'error', 'message:', 'credentials', 'entered', 'invalid', 'enter', 'valid', 'credentials', 'try', 'aws', 'id', 'using', 'aws', 'console', 'website', 'directly', 'main', 'amazon', 'account', 'account', 'setup', 'iam', 'need', 'provide', 'email', 'address', 'login']"

Amazon SNS	"['passbook', 'apns', 'failing', 'work', 'facing', 'issue', 'push', 'platform:', 'apple', 'push', 'notification', 'service', 'apns', 'certificate:', 'populated', ""'load"", 'credentials', ""file'"", 'private', 'key:', 'populated', ""'load"", 'credentials', ""file'"", 'error', 'message:', 'credentials', 'entered', 'invalid', 'enter', 'valid', 'credentials', 'try', 'news', 'aws', 'team']"

Amazon SNS	['passbook', 'apns', 'failing', 'work', 'experiencing', 'issue', 'try', 'use', 'credentials', 'mac', 'os', 'push', 'app', 'successfully', 'added', 'ios', 'push', 'app', 'getting', 'error', 'using', 'mac', 'os', 'credentials', 'jpreloaded', 'getting', 'trying', 'add', 'passbook', 'credentials']

Amazon SNS	['passbook', 'apns', 'failing', 'work', 'question', 'sns', 'support', 'passbook', 'credentials', 'time', 'would', 'like', 'add', 'support', 'future', 'always', 'taking', 'customer', 'feedback', 'account', 'respect', 'roadmap', 'kind', 'belynda']

Amazon SNS	"['passbook', 'apns', 'failing', 'work', 'adding', 'support', 'passbook', 'notifications', 'especially', 'issue', 'fixing', 'certificate', 'setup', 'allow', 'passbook', 'certs', 'without', 'probably', 'go', 'house', 'solution', ""i'll"", 'use', 'app', 'notifications', 'well', 'edited', 'by:', 'justin', 'sep', '10', '2014', '1:36', 'pm']"

Amazon SNS	['passbook', 'apns', 'failing', 'work', 'update', 'months', 'passbook', 'support', 'closer', 'reality']

Amazon SNS	"['passbook', 'apns', 'failing', 'work', 'actually', 'true', 'working', 'couple', 'months', 'ago', 'sns', 'ios', 'push', 'passbook', 'working', 'registering', 'sending', 'pushes', 'stopped', ""can't"", 'create', 'new', 'apps', 'anymore', 'ie', 'adding', 'new', 'push', 'certificate', 'someone', 'aws', 'look', 'issue', 'clarify', 'misconfiguration', 'see', 'jpreloaded', 'reply', 'passbook', 'production', 'cert', 'accepted', 'apns_sandbox', 'apns', 'production']"

Amazon SNS	['passbook', 'apns', 'failing', 'work', 'exact', 'problem', 'registering', 'mac', 'app', 'production', 'apns', 'sns', 'apns_sandbox', 'works', 'accepts', 'development', 'production', 'certificates', 'apns', 'rejects', 'everything', 'tried', 'prod', 'dev', 'certs', 'mac', 'apps', 'supported', 'sns', 'would', 'odd', 'since', 'running', 'development', 'fine', 'sandbox', 'note', 'certain', 'certificates', 'work', 'since', 'establish', 'connections', 'successfully', 'dev', 'production', 'apple', 'servers:', 'openssl', 's_client', 'connect', 'gatewaysandboxpushapplecom:2195', 'cert', 'aps_developmentpem', 'key', 'keypem', 'openssl', 's_client', 'connect', 'gatewaypushapplecom:2195', 'cert', 'aps_productionpem', 'key', 'keypem', 'help', 'desperately', 'appreciated', 'issue', 'preventing', 'us', 'submitting', 'mac', 'app', 'store', 'oscar']

Amazon SNS	['passbook', 'apns', 'failing', 'work', 'problem', 'solved', 'better', 'try']

Amazon SNS	"['passbook', 'apns', 'failing', 'work', 'ufologg', 'post', 'inquiry', 'regarding', 'ios', 'passbook', 'support', 'sns', 'confirm', 'sns', 'currently', 'support', 'passbook', 'time', 'recently', 'announced', 'support', 'voip', 'mac', 'os', 'desktop', 'always', 'innovating', 'providing', 'services', 'request', 'keep', 'feedback', 'coming', 'also', 'if/when', 'feature', 'like', 'available', 'would', 'announce', 'forum', 'via', 'forum', 'announcements', 'response', 'bookmainiac', 'passport', 'notifications', 'appear', 'work', 'development', 'certificate', 'supported', 'would', 'therefore', 'unreliable/unpredictable', 'used', 'risk', 'avoid', 'confusion', ""i'll"", 'see', 'adding', 'warning', 'passbook', 'notifications', 'currently', 'supported', 'sns', 'user', 'attempts', 'upload', 'development', 'passport', 'push', 'certificate', 'via', 'sns', 'console', 'dennis', 'aws', 'mobile']"

Amazon SNS	['passbook', 'apns', 'failing', 'work', 'news', 'sns', 'support', 'passbook', 'push', 'notifications', 'edited', 'by:', 'exaspark', 'may', '2017', '2:57', 'pm']

Amazon SNS	['passbook', 'apns', 'failing', 'work', 'update', 'everything', 'read', 'seems', 'difference', 'sending', 'push', 'notification', 'passbook', 'vs', 'sending', 'ios', 'app', 'fact', 'payload', 'simply:', 'aps:', 'would', 'excellent', 'aws', 'could', 'support', 'fairly', 'trivial', 'usecase']

Amazon SNS	['delivery', 'rate', 'smss', 'romania', 'aws', 'using', 'service', 'together', 'cloudwatch', 'right', 'working', 'properly', 'delivery', 'rate', '19%', 'sent:42', 'failed:', '34', 'investigate', 'text', 'messages', 'failing']

Amazon SNS	['aws', 'sns', 'delivering', 'transactional', 'sms', 'aws', 'sns', 'sending', 'transactional', 'sms']

Amazon SNS	['aws', 'sns', 'delivering', 'transactional', 'sms', 'useast1', 'seems', 'working', 'uswest2', 'seems', 'working', 'fine', 'though', 'anyone', 'else', 'problem', 'edited', 'by:', 'abonu', 'mar', '22', '2018', '3:32', 'pm']

Amazon SNS	['aws', 'sns', 'delivering', 'transactional', 'sms', 'unable', 'deliver', 'transactional', 'promotional', 'messages', 'since', 'yesterday', 'apsoutheast1', 'zone', 'tried', 'programatically', 'manually', 'sns', 'dashboard>text', 'messaging', 'sms>', 'send', 'text', 'message', 'sms', 'none', 'workingany', 'one', 'contacted', 'support', 'issuse']

Amazon SNS	['aws', 'sns', 'delivering', 'transactional', 'sms', 'yes', 'problem', 'absurd', 'transactional', 'service', 'aws', 'address', 'issue']

Amazon SNS	['find', 'message', 'placed', 'queue', 'publishing', 'via', 'sns', 'hoping', 'get', 'answers', 'happened', 'specific', 'message', 'placed', 'one', 'queues', 'queue', 'subscribes', 'sns', 'topic', 'yesterday', '20180228', '09:40:31042z', 'utc', 'time', 'pusblished', 'sns', 'message', 'via', 'java', 'sdk', 'received', 'succesful', 'response', 'sns', 'see', 'message', 'picked', 'queue', '20180228', '12:40:32101z', 'utc', 'time', 'multiple', 'consumers', 'queue', 'always', 'confirmed', 'via', 'cloudwatch', 'spike', 'available', 'messages', 'queue', 'remained', 'available', 'messages', 'hour', 'span', 'published', 'sns', 'message', 'consumer', 'read', 'message', 'question', 'figure', 'happened', 'caused', 'hour', 'delay', 'time', 'published', 'sns', 'message', 'time', 'message', 'placed', 'queue', 'normally', 'takes', 'milliseconds', 'confused', 'caused', 'issue', 'one', 'clients', 'making', 'rethink', 'pub', 'sub', 'architecture', 'place', 'read', 'aws', 'uses', 'backoff', 'model', 'retries', 'comes', 'sqs', 'subscribed', 'sns', 'topic', 'find', 'delay', 'saw', 'caused', 'retries', 'sqs', 'message', 'id', 'interested', '6f3f6c75ad9940f68537ee0f4e535380', 'provide', 'details', 'anyone', 'aws', 'help', 'https://awsamazoncom/sns/faqs/', 'rj', 'davis', 'software', 'developer', 'channelape']

Amazon SNS	['find', 'message', 'placed', 'queue', 'publishing', 'via', 'sns', 'moved', 'question', 'sns', 'forum']

Amazon SNS	['find', 'message', 'placed', 'queue', 'publishing', 'via', 'sns', 'rj', 'could', 'pm', 'sns', 'topics', 'arn', 'request', 'ids', 'zak']

Amazon SNS	['send', 'informational', 'sms', 'users', 'optin', 'new', 'forums', 'new', 'aws', 'sns', 'wondering', 'possible', 'create', 'text', 'info', 'rule', 'using', 'sns', 'basically', 'would', 'like', 'add', 'number', 'website', 'would', 'allow', 'users', 'text', 'number', 'receive', 'additional', 'information', 'via', 'sms', 'example:', 'receive', 'information', 'topic', 'text', 'info', 'xxxxxx', 'text', 'info', 'number', 'sns', 'sends', 'user', 'prepopulated', 'response', 'information', 'requested', 'possible', 'advance', 'guidance', 'provided']

Amazon SNS	['send', 'push', 'notification', 'multiple', 'devices', 'created', 'aws', 'lambda', 'function', 'presently', 'call', 'sns', 'topic', 'send', 'email', 'also', 'configured', 'apns', 'sns', 'prod', 'sandbox', 'servers', 'able', 'successfully', 'test', 'via', 'sns', 'console', 'sending', 'message', 'using', 'apns', 'sandbox', 'even', 'problematic', 'manually', 'register', 'device', 'token', 'really', 'trying', 'however', 'lambda', 'function', 'send', 'push', 'notification', 'lots', 'devices', 'without', 'register', 'manually', 'would', 'practical', 'sns', 'autoregister', 'devices', 'push', 'message', 'multiple', 'devices', 'lambda', 'function', 'advise', 'advise', 'way', 'automate', 'device', 'token', 'registration', 'process', 'and/or', 'another', 'aws', 'solution', 'would', 'work', 'better', 'needs', 'sns']

Amazon SNS	['send', 'push', 'notification', 'multiple', 'devices', 'created', 'platform', 'applications:', 'apns', 'sandbox', 'apns', 'prod', 'ios', 'app', 'objc', 'register', 'sandbox', 'app', 'aws', 'lambda', 'function', 'java', 'publish', 'sns', 'topic', 'presently', 'sends', 'email', 'works', 'likewise', 'via', 'sns', 'console', 'publish', 'message', 'using', 'sandbox', 'app', 'get', 'push', 'notification', 'device', 'really', 'want', 'however', 'lambda', 'function', 'push', 'devices', 'ios', 'app', 'read', 'blog', 'still', 'cannot', 'quite', 'connect', 'dots', 'https://awsamazoncom/blogs/aws/pushnotificationstomobiledevicesusingamazonsns/', 'help', 'greatly', 'appreciated']

Amazon SNS	['aws', 'sns', 'deliver', 'sms', 'although', 'stated', 'sms', 'delivered', 'got', 'following', 'problem', 'aws', 'sns', 'sms', 'sending', 'spain', 'andorra', 'smss', 'send', 'based', 'aws', 'cloudwatch', 'successfully', 'delivered:', 'notification:', 'messageid:', 'b8ec3415b3c8541c9bed67307bea2a41', 'timestamp:', '20180316', '13:25:5462', 'delivery:', 'phonecarrier:', 'mobiland', 'mnc:', 'destination:', '376******', 'priceinusd:', '001851', 'smstype:', 'transactional', 'mcc:', '213', 'providerresponse:', 'message', 'accepted', 'phone', 'dwelltimems:', '182', 'dwelltimemsuntildeviceack:', '10446', 'status:', 'success', 'notification:', 'messageid:', 'ef14ed46a9795a8e8977be6313efa14c', 'timestamp:', '20180316', '12:28:06051', 'delivery:', 'phonecarrier:', 'mobiland', 'mnc:', 'destination:', '376******', 'priceinusd:', '001851', 'smstype:', 'transactional', 'mcc:', '213', 'providerresponse:', 'message', 'accepted', 'phone', 'dwelltimems:', '196', 'dwelltimemsuntildeviceack:', '8122', 'status:', 'success', 'notification:', 'messageid:', 'ca7b517722575572b49402529b85d88f', 'timestamp:', '20180316', '12:24:50561', 'delivery:', 'phonecarrier:', 'mobiland', 'mnc:', 'destination:', '376******', 'priceinusd:', '001851', 'smstype:', 'transactional', 'mcc:', '213', 'providerresponse:', 'message', 'accepted', 'phone', 'dwelltimems:', '210', 'dwelltimemsuntildeviceack:', '14069', 'status:', 'success', 'person', 'number', 'reported', 'sms', 'delivered', 'days', 'ago', 'received', 'several', 'smss', 'us', 'without', 'problem', 'called', 'carrier', 'mobiland', 'question', 'responded', 'blocks', 'applied', 'side', 'anyone', 'idea', 'solve', 'issue', 'quite', 'bad', 'already', 'increased', 'sms', 'limit', '5000', 'use', 'transaction', 'smss', 'smss', 'used', 'receive', 'totp']

Amazon SNS	"['getenpointattributes', 'returns', 'stale', 'data', 'many', 'situations', 'attributes', 'endpoint', 'get', 'updated', 'eg', 'disabled', 'token', 'changed', 'etc', ""that's"", 'sns', 'triggers', 'endpointupdated', 'event', 'however', ""there's"", 'reliable', 'way', 'get', 'details', 'updates', 'since', 'getendpointattributes', 'returns', 'stale', 'data', 'called', 'right', 'endpointupdated', 'event', 'work', 'around', 'hack', 'seems', 'add', 'arbitrary', 'delay', 'calling', 'getendpointattributes', 'seem', 'reliable', 'either', 'anyone', 'suggestions']"

Amazon SNS	['getenpointattributes', 'returns', 'stale', 'data', 'reaching', 'expected', 'behavior', 'due', 'asynchronous', 'nature', 'feedback', 'feedback', 'message', 'precede', 'update', 'endpoint', 'minute', 'best', 'liang']

Amazon SNS	"['getenpointattributes', 'returns', 'stale', 'data', 'expected', 'behavior', 'docs', 'indicate', 'event', 'fired', 'data', 'changed', 'https://docsawsamazoncom/sns/latest/dg/applicationeventnotificationshtml#w402aac14c32b9b4', ""that's"", 'case', 'would', 'helpful', 'add', 'documentation', 'along', 'best', 'practice', 'retrieving', 'correct', 'data', 'least', 'add', 'thread', 'dom']"

Amazon SNS	"['getendpointattributes', 'returns', 'outdated', 'attributes', 'experiencing', 'strange', 'issue', 'call', 'getendpointattributes', 'returns', 'response', 'outdated', 'attributes', 'exact', 'workflow:', 'publish', 'message', 'endpoint', 'currently', 'enabled', 'message', 'fails', 'device', 'token', 'outdated', 'longer', 'exists', 'aws', 'set', ""endpoint's"", 'disabled', 'flag', ""'false'"", 'publishes', 'event', 'topic', 'subscribing', 'event', 'contains', 'endpointarn', 'endpoint', 'disabled', 'code', 'reads', 'endpointarn', 'calls', 'getendpointattributes', 'retrieve', 'latest', 'attributes', 'getendpointattributesresponse', 'indicates', 'endpoint', 'still', 'enabled', 'prevents', 'cleaning', 'disabled', 'endpoints', 'system', 'known', 'behaviour', 'bug', 'attributes', 'cached', 'somehow', 'using', 'net', 'awssdksimplenotificationservice', 'version', '330', 'interact', 'aws', 'help', 'would', 'greatly', 'appreciated', 'cheers']"

Amazon SNS	['getendpointattributes', 'returns', 'outdated', 'attributes', 'noticing', 'exact', 'behavior', 'still', 'however', 'utilizing', 'aws', 'javascript', 'sdk', 'able', 'determine', 'root', 'problem']

Amazon SNS	['sns', 'message', 'filtering', 'operate', 'timestamp', 'yesterday', 'sns', 'message', 'filtering', 'introduced', 'https://forumsawsamazoncom/annjspaannid=5205', 'would', 'like', 'filter', 'messages', 'within', 'particular', 'time', 'window', 'specifically', 'would', 'like', 'ignore', 'notifications', 'sent', 'midnight', 'eg', '00:05', '00:10', 'day', 'possible', 'specific', 'usecase', 'cloudwatch', 'rule', 'sends', 'sns', 'notification', 'whenever', 'new', 'ec2', 'instance', 'started', 'serves', 'warning', 'someone', 'accidentally', 'started', '50', 'instances', 'notice', 'also', 'aws', 'datapipeline', 'runs', 'night', 'pipeline', 'creates', 'new', 'ec2', 'instance', 'working', 'trying', 'filter', 'sns', 'notification', 'pipeline', 'ec2', 'instance', 'irrelevant', 'noise', 'us', 'sent', 'exactly', 'time', 'night', 'ec2', 'cloudwatch', 'event', 'message', 'time', 'field', 'eg', 'time:20151111t21:29:54z', 'wondering', 'could', 'write', 'sns', 'filter', 'policy', 'target', 'documentation', 'http://docsawsamazoncom/sns/latest/dg/messagefilteringhtml', 'give', 'example']

Amazon SNS	['sns', 'message', 'filtering', 'operate', 'timestamp', 'since', '12/mar/18', 'amazon', 'sns', 'supports', 'numeric', 'string', 'matching', 'message', 'filtering', 'operators:', 'https://awsamazoncom/blogs/compute/messagefilteringoperatorsfornumericmatchingprefixmatchingandblacklistinginamazonsns/', 'hopefully', 'timestamp', 'filtering', 'come', 'future']

Amazon SNS	['filter', 'immediately', 'sns', 'subscribe', 'https://docsawsamazoncom/sns/latest/dg/messagefilteringhtml', 'documentation', 'api', 'seems', 'mandate', 'filtering', 'must', 'applied', 'existing', 'subscription', 'filtering', 'supposed', 'help', 'sharing', 'sns', 'topics', 'using', 'attributes', 'direct', 'different', 'subscribers', 'got', 'shared', 'sns', 'topic', 'operation', 'already', 'publishing', 'subscribers', 'respective', 'filters', 'subsequently', 'subscribe', 'new', 'endpoint', 'immediately', 'start', 'receiving', 'notifications', 'potentially', 'able', 'filter', 'way', 'subscribe', 'filter', 'active', 'topic', 'prevent', 'subscription', 'activation', 'filter', 'applied', 'destined', 'potentially', 'receive', 'process', 'unfiltered', 'notifications', 'filter', 'policy', 'applied', 'help', 'suggestions', 'clarifications', 'appreciated']

Amazon SNS	['invalid', 'json', 'format', 'bounce', 'email', 'trying', 'get', 'sns', 'work', 'bounce', 'handing', 'looking', 'actual', 'notification', 'appears', 'sns', 'sending', 'invalid', 'format', 'code', 'type', 'notification', 'messageid', '9615311ff85a543081f27dacda42fcef', 'topicarn', 'arn:aws:sns:useast1:322083386286:ipebounce', 'message', '{notificationtype:bouncebounce:{bouncesubtype:suppressedbouncetype:permanentreportingmta:dns', 'amazonsescombouncedrecipients:timestamp:20141011t12:17:28195zfeedbackid:00000148ff246441910ca7f2514011e4afc771440584ee73000000}mail:{timestamp:20141011t12:17:27000zsource:naveed@naveedcomdestination:messageid:00000148ff24629ff05514b52a2c475d993a902ccb147856000000}}', 'timestamp', '20141011t12:17:28240z', 'signatureversion', 'signature', 'jsrwbee6qg3h5fufe/ykdoxwkfmz5yljdcaqxaojo56a0rqhv7sscgrpcfd0xpdavpgx7x8ykaqormm50x3/lx1r9n2c8flgm5k9on1xczxw2h11cnvnolizc9qr329pdvl30zfalvz86nki9renxukoqi1y6flvjolsery7cz6zn4b1v/qqiro2kd9rcmbmsawzdydlq833uncfxye2dpwy2doimzuk6f0om2z0smzvcz27njxaoigczpckyyx46agdccgihytmfltmlzl7z/xyla5mwjnrf8jdkr1h4vgsdqro2y0npxeemtxplpgtw2urlkru/7ks/m1jua==', 'signingcerturl', 'https://snsuseast1amazonawscom/simplenotificationserviced6d679a1d18e95c2f9ffcf11f4f9e198pem', 'unsubscribeurl', 'https://snsuseast1amazonawscom/action=unsubscribe&subscriptionarn=arn:aws:sns:useast1:322083386286:ipebounce:ec7b64a42c3c4e4d96e15e5b0f519ad0', 'code', 'simply', 'doesnt', 'work', '$obj1', 'json_decode$snsss', 'also', 'tried', 'find', 'problem', 'using', 'several', 'online', 'parsers', 'like', 'http://jsonparseronlinefr/', 'http://jsonformattercuriousconceptcom/', 'showing', 'error', 'error:expecting', 'comma', 'coloncode', '20', 'structure', '17', 'message:{', 'notificationtype:bounce', 'error:strings', 'wrapped', 'double', 'quotescode', '17', 'structure', '89', 'error:extra', 'closing', '}code', '14', 'structure', '108']

Amazon SNS	['invalid', 'json', 'format', 'bounce', 'email', 'looks', 'lke', 'php', 'code', 'converting', 'message', 'sns', 'sent', 'removing', 'escaped', 'quotes', 'sns', 'send', 'message', 'like', 'this:', 'message', '{time:1413835256311}', 'code', 'appears', 'transforming', 'this:', 'message', '{time:1413835256311}', 'properly', 'unescaped', 'body', 'able', 'use', 'one', 'json', 'packages', 'process', 'contacting', 'us', 'let', 'us', 'know', 'need', 'help']

Amazon SNS	['invalid', 'json', 'format', 'bounce', 'email', 'try', 'tool', 'validate', 'json', 'https://codebeautifyorg/jsonvalidator', 'https://jsonformatterorg']

Amazon SNS	['endpoint', 'disabled', 'sending', 'push', 'notifications', 'sns', 'topic', 'lot', 'android', 'ios', 'endpoints', 'getting', 'lots', 'failures', 'well', 'providerresponse', 'endpoint', 'disabled', 'tried', 'couple', 'scenarios', 'could', 'get', 'similar', 'responses', 'test', 'environments', 'aim', 'exercise', 'get', 'endpoint', 'disabled', 'error', 'code', 'scenarios', 'along', 'result', 'force', 'quit', 'app', 'success', 'app', 'crashed', 'success', 'say', 'allow', 'notifications', 'system', 'popup', 'success', 'get', 'notification', 'permission', 'system', 'popup', 'settings', 'seen', 'success', 'turn', 'internet', 'success', 'uninstall', 'failure', 'reason', 'unregistered', 'reinstall', 'success', 'short', 'uninstallation', 'scenario', 'get', 'provider', 'response', 'unregistered', 'find', 'scenario', 'endpoint', 'disabled', 'also', 'update', 'device', 'token', 'sns', 'soon', 'launch', 'app', 'scenario', 'get', 'error', 'message', 'possible', 'fix', 'insights', 'android', 'would', 'also', 'useful']

Amazon SNS	['aws', 'sns', 'console', 'create', 'platform', 'application', 'button', 'missing', 'trying', 'setup', 'aws', 'sns', 'use', 'android', 'application', 'made', 'unity', 'documentation', 'page', 'https://docsawsamazoncom/sns/latest/dg/mobilepushsendregisterhtml', 'says', 'create', 'platform', 'application', 'sns', 'console', 'button', 'screenshot', 'attached', 'maybe', 'miss', 'another', 'way', 'create', 'application', 'platform', 'somebody', 'idea', 'waiting', 'answer']

Amazon SNS	['ready', 'gui', 'program', 'end', 'users', 'setup', 'sns', 'subscriptions', 'ready', 'frontend', 'program', 'windows', 'webbased', 'give', 'end', 'users', 'could', 'sign', 'subscribe', 'list', 'topics']

Amazon SNS	['phone', 'receive', 'sms', 'form', 'amazon', 'sns', 'dear', 'amazon', 'sns', 'deverlop', 'notify', 'service', 'use', 'amazon', 'sns', 'send', 'sms', 'got', 'problem:', 'sms', 'service', 'sent', 'success', 'amazon', 'sns', 'received', 'logged', 'success', 'phone', 'receive', 'sms', 'message', 'total', 'report', 'below:', 'https://drivegooglecom/file/d/166unmouepbt5sd10lcuelpocbt44qowq/view', 'sent', '320', 'received', '286', '=>', 'phone', 'received', '8938%', 'sms', 'help', 'find', 'problem', 'know', 'message', 'lost', 'api', 'document', 'reduce', 'percent', 'message', 'lost', 'edited', 'by:', 'capvanvu', 'feb', '28', '2018', '8:05', 'pm']

Amazon SNS	"['push', 'notification', 'xamarin', 'ios', 'developing', 'xamarin', 'forms', 'application', 'enabled', 'push', 'notification', 'process', 'sending', 'updates', 'app', 'users', 'used', 'amazon', 'sns', 'tool', 'integrate', 'sending', 'messages', 'installed', 'users', 'application', 'followed', 'procedure', 'mentioned', 'link', 'https://docsawsamazoncom/mobile/sdkforxamarin/developerguide/snssendpushnotificationsioshtml', 'checked', 'push', 'notification', 'functionality', 'application', 'worked', 'fine', 'android', 'work', 'ios', 'production', 'properly', 'working', 'development', 'put', 'alert', 'message', 'source', 'found', 'exception', 'occurred', 'registering', 'device', 'id', 'application', 'created', 'application', 'amazon', 'find', 'issue', 'got', 'error:', 'type', 'initializer', ""'amazoncognitoidentityamazoncognitoidentityconfig'"", 'threw', 'exception', 'creating', 'application', 'end', 'point', 'passed', 'device', 'token', 'via', 'registeredforremotenotifications', 'function', 'appdelegatecs', 'file', 'created', 'endpoint', 'subscribe', 'using', 'iamazonsimplenotificationservicesnsclient', 'code', 'snippet:', 'public', 'override', 'void', 'registeredforremotenotificationsuiapplication', 'application', 'nsdata', 'token', 'try', 'string', '_endpointarn', 'stringempty', 'var', 'devicetoken', 'tokendescriptionreplace<replace>', 'replace', 'stringisnulloremptydevicetoken', 'var', 'response', 'await', 'snsclientcreateplatformendpointasyncnew', 'createplatformendpointrequest', 'token', 'devicetoken', 'platformapplicationarn', 'yourplatformarn', '_endpointarn', 'responseendpointarn', '//', 'subscripe', 'devices', 'topic', 'await', 'snsclientsubscribeasynctopic', 'arn', 'id', 'application', '_endpointarn', 'catchexception', 'ex', 'also', 'updated', 'amazon', 'related', 'assemblies', 'projects', 'still', 'facing', 'issue', 'let', 'know', 'require', 'details', 'let', 'know', 'resolve', 'stack', 'trace:', 'amazoncognitoidentityamazoncognitoidentityclientctoramazonruntimeawscredentials', 'credentials', 'amazonregionendpoint', 'region', '<0x1012398e0', '0x0002f>', '<06884ea796b447418aeb283bf2a6e476#045e7beb7af13e2ec8fd854c23958>:0', 'amazoncognitoidentitycognitoawscredentialsctor', 'systemstring', 'accountid', 'systemstring', 'identitypoolid', 'systemstring', 'unauthrolearn', 'systemstring', 'authrolearn', 'amazonregionendpoint', 'region', '<0x1012354e0', '0x0005b>', '<06884ea796b447418aeb283bf286e476#045e7347beb7af13e2ec8fd854c23958>:0', 'amazoncognitoidentitycognitoawscredentialsctor', 'sytemstring', 'identitypoolid', 'amazonregionendpoint', 'region', '<0x01012354a0', '0x0002f>', '<06884ea796b447418aeb283bf2a6e476#045e7beb7af13e2ec8fd854c23958>:0', 'showcasesamplemodelsamazonutilsget_credentials', '<0x1004327d0', '00063>', '<c1401d8024ff4272b00c3be9674b6d3#045e7347beb7af13e2ec8fd854c23958>:0', 'showcasesamplemodelsamazonutilsget_snsclient', '<0x100432870', '0x0001f>', '<c1401d8024ff4272b00c3be9674b6d3#045e7347beb7af13e2ec8fd854c23958>:0', 'showcasesamplemodelsamazonutils', '<registerdevice>d_14movenext', '<0x100532b20', '0x0048f>', '<c1401d8024ff4272b00c3be9674b6d3#045e7347beb7af13e2ec8fd854c23958>:0', 'cheran']"

Amazon SNS	"['sms', 'started', 'fail', 'unknown', 'error', 'attempting', 'reach', 'phone', 'normally', 'application', 'sending', 'transactional', 'sms', 'via', 'uswest2', 'useast1', 'sending', 'limits', 'exceeded', 'days', 'ago', 'sending', 'transactional', 'sms', 'stopped', 'working', '12', 'hours', 'later', 'aws', 'cloudwatch', 'logs', 'show', 'error:', 'unknown', 'error', 'attempting', 'reach', 'phone', 'phone', 'numbers', 'received', 'sms', 'successfully', 'past', 'receivers', 'located', 'germany', 'unfortunately', ""api's"", 'response', 'code', '200', 'success', 'even', 'though', 'sms', 'sent', 'successfully', 'surprisingly', 'sms', 'sent', 'successfully', 'sms', 'resulting', 'mentioned', 'error', 'even', 'sending', 'transactional', 'sms', 'via', 'aws', 'sns', 'console', 'working', 'green', 'flashmessage', 'indicating', 'success', 'however', 'sms', 'sent', 'causing', 'error', 'possibilities', 'detect', 'failed', 'sms', 'application']"

Amazon SNS	['sns', 'endpoints', 'disabled', 'using', 'wrong', 'apns', 'certificate', 'updated', 'apns', 'credentials', 'sns', 'certificate', 'different', 'app', 'endpoints', 'disabled', 'later', 'submited', 'right', 'certificate', 'broadcast', 'push', 'users', 'wrong', 'certificate', 'installed', 'certificate', 'mixture', 'cause', 'endpoints', 'get', 'disabled', 'tokens', 'still', 'valid', 'reenable', 'endpoints', 'cheers', 'alex', 'edited', 'by:', 'asalom', 'feb', '22', '2018', '3:38']

Amazon SNS	"['delayed', 'sns', 'sns', 'topic', 'linked', 'cloudwatch', 'alarm', 'notice', 'lately', ""we're"", 'receiving', 'notifications', 'minutes', 'later', 'alarm', 'triggered', 'one', 'last', 'sns', 'receive', 'values:', 'timestamp', '20180221t08:25:44770z', 'time', 'receive', 'notification', 'threshold', 'crossed:', 'last', 'datapoints', '7192', '21/02/18', '08:23:00', 'greater', 'equal', 'threshold', '600', 'minimum', 'datapoint', 'ok', 'alarm', 'transition', 'alarm', 'date', 'see', 'almost', 'two', 'minutes', 'later', 'monitor', 'processes', 'alarms', 'try', 'determine', 'cause', 'alarm', 'cases', 'monitor', 'receives', 'notifications', 'alarm', 'already', 'gone', 'edited', 'by:', 'christiandavila', 'feb', '21', '2018', '1:06']"

